example_id                                                               | status | run_time        |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:3] | passed | 0.00552 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:4] | passed | 0.00582 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:5] | passed | 0.00565 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:2:6] | passed | 0.00478 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:1] | passed | 0.01212 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:2] | passed | 0.00694 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:3] | passed | 0.00711 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:4] | passed | 0.00704 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:5] | passed | 0.00689 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:6] | passed | 0.00681 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:3:7] | passed | 0.00704 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:1] | passed | 0.00821 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:2] | passed | 0.00554 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:3] | passed | 0.00561 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:4] | passed | 0.00529 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:5] | passed | 0.00806 seconds |
./spec/activerecord/friendship_with_custom_friend_model_spec.rb[1:1:4:6] | passed | 0.00802 seconds |
